tracklet_id,video_id,pose_motion_energy,joint_angle_var,accel_mean,bbox_scale_var,flag_reflection,velocity_mean,limb_amplitude,flag_camera_motion,trajectory_curvature,velocity_max
123,test,18.6,0.005417545976505869,1.5072926,0.0,0,3.2820191,80.3,0,1.1268238987746249,8.877641
124,test,32.78,0.02403084618333667,1.0579607,0.0,0,2.3633282,98.44,0,1.2500280707900182,6.0
125,test,17.7,0.005527986760580726,1.5039281,0.0,0,3.3041596,78.8,0,1.1291003178654548,8.877641
126,test,33.16,0.02817465829270708,1.0006196,0.0,0,2.3764765,98.56,1,1.2658673481273162,6.0
127,test,17.25,0.012369192473361258,1.4701569,0.0,0,3.3396463,77.44,1,1.1341840358640964,8.877641
128,test,34.22,0.0285607707102396,0.99988735,0.0,0,2.5785518,99.6,0,1.3724245785951936,6.0
129,test,16.56,0.020797000692267264,1.4786447,0.0,0,3.3077343,76.5,0,1.0875762720077389,8.877641
130,test,33.22,0.04238135078989899,0.85061824,0.0,0,2.5866117,101.3,1,1.3782336567150824,6.0
131,test,16.11,0.024647093898237826,1.223307,0.0,0,3.3030179,76.4,1,1.0889686358530741,8.877641
132,test,32.5,0.05169457755918908,0.89390945,0.0,0,2.2920206,103.6,1,1.430032403254964,5.0249376
133,test,15.3,0.030867912605627504,0.9635908,0.0,0,3.0321932,76.0,1,1.1309578611949271,8.877641
134,test,33.62,0.05401949651913939,1.1679316,0.0,0,2.4423654,105.44,0,1.381487739687706,7.28011
135,test,14.234,0.031149792764757354,0.90727514,0.0,0,2.5424979,75.75,0,1.1948261111309306,8.452302
136,test,33.62,0.0560248926000002,1.1563404,0.0,0,2.7168877,106.94,1,1.3515162926150832,7.28011
137,test,13.78,0.032621168064802905,0.83775604,0.0,0,2.1617625,75.0,1,1.2390882859315862,8.452302
138,test,35.62,0.05706933232332427,1.1506002,0.0,0,2.9941483,108.5,1,1.313020918047863,7.28011
139,test,12.99,0.03551273644976112,0.69080365,0.0,0,1.8812643,74.25,1,1.2846724585633684,8.452302
140,test,35.53,0.05856241455590658,1.1700675,0.0,0,3.1206453,110.25,0,1.3082425565514402,7.28011
141,test,12.53,0.03634098005833609,0.4037764,0.0,0,1.4063623,73.94,0,1.4796840628592651,3.70019
142,test,36.28,0.056623853851849024,1.2048365,0.0,0,3.4263644,112.3,1,1.2982420243245634,7.28011
143,test,12.62,0.036288189660863675,0.3065693,0.0,0,1.2770172,73.2,1,1.487839573827936,2.0625
144,test,36.56,0.04217455658034242,1.276265,0.0,0,3.826365,114.8,0,1.276006402612228,7.28011
145,test,12.29,0.02880030780468232,0.33477408,0.0,0,1.196955,72.6,0,1.4929371545344532,2.0625
146,test,36.47,0.03755994252351051,1.3196261,0.0,0,4.1323757,118.44,0,1.271516891374733,7.28011
147,test,12.36,0.02729426857891447,0.35225254,0.0,0,1.1177883,72.06,0,1.5458670238269345,2.0625
148,test,34.84,0.033696080324974544,1.2870531,0.0,0,4.3284183,121.7,0,1.2478325320460049,7.28011
149,test,12.33,0.028011965196194,0.38771805,0.0,0,1.0983832,71.1,0,1.5751295967957892,2.0625
150,test,32.53,0.031460125937803715,1.4534247,0.0,0,4.389366,123.6,0,1.2929799906026573,7.28011
151,test,12.08,0.030009471492257977,0.5283054,0.0,0,1.2135066,69.94,0,1.4287537858516297,2.576941
152,test,33.38,0.026089223108665308,1.4682182,0.0,0,4.4307876,126.6,0,1.3686022967430507,7.28011
153,test,12.16,0.025961785334659884,0.57864654,0.0,0,1.3851472,69.06,0,1.3582486139979122,3.375
154,test,32.3,0.0218529323638657,1.476884,0.0,0,4.430788,128.9,1,1.3302344848140466,7.28011
155,test,12.75,0.03027428769252718,0.5561031,0.0,0,1.5613416,68.6,1,1.3066036204547287,3.375
156,test,34.06,0.01922925428193666,1.3948009,0.0,0,4.3719907,132.6,0,1.3428462336800255,7.28011
157,test,12.98,0.028265439595520813,0.6394223,0.0,0,1.8057684,68.0,0,1.220491287758094,4.7140913
158,test,32.84,0.022087446468956235,1.4349884,0.0,0,4.273216,134.6,1,1.251964076613011,7.28011
159,test,13.36,0.03486815631942658,0.8678106,0.0,0,1.8282621,67.2,1,1.2087683047077848,4.7140913
160,test,31.48,0.024010836980851342,1.389942,0.0,0,4.2957306,136.1,0,1.2039373556669692,7.28011
161,test,13.49,0.035451227193634235,0.9042495,0.0,0,1.788954,66.2,0,1.233435491494076,4.7140913
162,test,29.45,0.020969757518461828,1.1041028,0.0,0,4.310506,137.5,0,1.1751554971496456,7.28011
163,test,13.21,0.045398685830651625,0.9105151,0.0,0,1.7907218,64.3,0,1.2663578790822463,4.7140913
164,test,28.36,0.021762029594641925,1.1257297,0.0,0,3.9251654,138.6,0,1.1864817841465438,7.28011
165,test,12.945,0.04848408928298257,0.9317079,0.0,0,1.80991,62.72,0,1.411838434967926,4.7140913
166,test,27.53,0.021001191493345582,1.1527869,0.0,0,3.5064917,139.4,0,1.2564205425830228,7.1589108
167,test,13.055,0.067541952597623,1.0128515,0.0,0,1.7180113,60.94,0,1.5155541821633494,4.7140913
168,test,26.95,0.021612241422388295,1.0471617,0.0,0,3.13464,140.2,0,1.3271310261984475,7.0
169,test,13.36,0.08258777239187667,1.1249454,0.0,0,1.7713153,59.56,0,2.136259668133252,4.7140913
170,test,27.98,0.023868640542704316,1.0213903,0.0,0,2.9361265,140.8,1,1.5220833579170114,7.0
171,test,13.555,0.08705628568693442,1.1252135,0.0,0,1.844535,57.16,1,2.6052665561853314,4.7140913
172,test,27.56,0.021343586230821946,0.9586276,0.0,0,2.6694598,141.2,1,1.7640285975107188,7.0
173,test,13.38,0.4158607850994927,1.150694,0.0,0,1.7950288,54.06,1,2.87479424544825,4.7140913
174,test,27.4,0.01724548076208787,0.8720129,0.0,0,2.3229785,141.6,0,2.1031259029628786,5.59017
175,test,12.734,0.7215211746916019,1.1082631,0.0,0,1.8190883,51.06,0,2.941758758118339,4.7140913
176,test,27.64,0.01763871560604348,0.9000023,0.0,0,2.1530592,141.9,0,2.306848977611373,4.7434163
177,test,12.43,0.966933584151246,1.0727975,0.0,0,1.8861217,48.0,0,2.945626971192661,4.7140913
178,test,27.64,0.018621181677399474,0.66515785,0.0,0,2.0368314,141.9,0,2.426787077413993,3.5
179,test,14.05,1.1677043393968733,0.9502839,0.0,0,1.940236,43.75,0,2.9688577636785185,4.7140913
180,test,27.78,0.01943462010857707,0.6603685,0.0,0,2.185221,141.4,0,1.9206738665693144,3.640055
181,test,14.04,1.2480757914540532,0.91132945,0.0,0,1.8429756,40.62,0,2.736335964903135,4.7140913
182,test,26.39,0.017657091101987668,0.7488417,0.0,0,2.3771327,141.1,0,1.50510393449257,5.0
183,test,13.8,1.301203203044683,0.9300083,0.0,0,1.7116096,38.5,0,2.5475885445426965,4.7140913
184,test,26.1,0.013512329224560546,0.71958035,0.0,0,2.5456457,141.0,0,1.4618992549947767,5.0
185,test,13.766,1.2955673547781537,0.9003018,0.0,0,1.645121,36.8,0,1.8160402355141334,4.7140913
186,test,23.1,0.011185274668757414,0.83082896,0.0,0,2.97222,140.5,0,1.3022920196310224,7.5166483
187,test,13.414,1.3043854784192366,0.68698746,0.0,0,1.4516816,35.03,0,1.2134563837750079,2.8620632
188,test,23.83,0.011270008414012794,0.9784117,0.0,0,3.1022525,138.8,0,1.28262355452858,7.5166483
189,test,14.27,1.3668615298673505,0.65321064,0.0,0,1.4850152,33.03,0,1.107805597166989,2.8620632
190,test,24.88,0.010965624428912118,0.8734669,0.0,0,3.1537194,137.6,0,1.2788851892460744,7.5166483
191,test,26.67,1.2866782793865612,0.68689567,0.0,0,1.6248734,33.94,0,1.1212505771579944,2.8620632
192,test,25.16,0.010241272445571742,1.1935103,0.0,0,3.6372266,137.1,0,1.2042594164950255,9.055386
193,test,28.75,1.2639106483174198,0.7653483,0.0,0,1.8495265,34.3,0,1.1155318392329303,4.4878306
194,test,25.67,0.008513003817904641,1.3393694,0.0,0,4.3103876,135.8,0,1.1668653047992257,11.597413
195,test,38.94,1.2592546032406249,0.72252625,0.0,0,2.07148,32.7,0,1.11613517174,5.1493325
196,test,26.38,0.007739100051770662,1.4364887,0.0,0,4.8874946,134.6,0,1.1125194009741495,11.597413
197,test,49.62,1.4100209137473665,0.5757915,0.0,0,2.360917,34.12,0,1.1184840777910987,5.1493325
198,test,25.86,0.006848179645178111,1.5229694,0.0,0,5.309131,133.6,0,1.0915833104569035,11.597413
199,test,57.5,1.173176200617281,0.55628604,0.0,0,2.5076132,33.1,0,1.1179582615636086,5.1493325
200,test,24.39,0.008095803411267376,1.7844887,0.0,0,5.4425836,131.8,0,1.0431417130389293,11.597413
201,test,60.7,0.9309582556170514,0.48402214,0.0,0,2.7098384,31.02,0,1.0934889082710995,5.46044
202,test,23.95,0.00879818341805835,1.985049,0.0,0,5.383786,130.9,0,1.0222992587720796,11.597413
203,test,60.62,0.8205540709672285,0.55590695,0.0,0,2.9355752,30.11,0,1.0603397271796686,5.46044
204,test,23.1,0.009765903629264012,1.9259291,0.0,0,5.310742,129.6,0,1.0185795644946924,11.597413
205,test,62.03,0.7868624196287993,0.55857956,0.0,0,3.155446,29.84,0,1.0511950698596721,5.46044
206,test,23.06,0.00980296861836721,1.9796085,0.0,0,5.207983,128.0,1,1.0602319570967815,11.597413
207,test,61.97,0.7407035634063546,0.64916855,0.0,0,3.270585,29.81,1,1.0390520817588733,5.46044
208,test,23.77,0.010493229876791728,2.0053189,0.0,0,5.041316,126.44,0,1.0619901991407352,11.597413
209,test,60.38,0.6966616707184579,0.78025997,0.0,0,3.2263434,29.38,0,1.037208368359016,5.46044
210,test,23.92,0.016789076520608483,2.0983427,0.0,0,5.0094647,124.2,1,1.0626678986712608,11.597413
211,test,60.47,0.6566254247886996,0.79857534,0.0,0,3.235141,29.73,1,1.081815475687737,5.46044
212,test,24.2,0.015695322823167976,2.1083755,0.0,0,4.846098,123.25,0,1.0641131617745212,11.597413
213,test,61.0,0.6589941487546642,0.8772836,0.0,0,3.3615134,29.77,0,1.2334905202691413,5.46044
214,test,25.38,0.015293062752869598,1.9727749,0.0,0,4.786922,122.75,0,1.0625950079840845,11.597413
215,test,61.06,0.6518815329200174,0.9029073,0.0,0,3.3647454,29.9,0,1.3512367341556057,5.46044
216,test,25.69,0.014210923398972904,1.8351961,0.0,0,4.4557796,122.44,0,1.0666599526226856,11.597413
217,test,61.72,0.6574372761981262,0.908258,0.0,0,3.4173174,30.52,0,1.5245066177790374,5.46044
218,test,25.03,0.013368472440749353,1.9366335,0.0,0,4.2158723,122.25,0,1.073945497005494,11.597413
219,test,60.7,0.6594583581659776,0.94633526,0.0,0,3.3760173,31.22,0,1.5944961454335151,5.46044
220,test,24.31,0.013974917650581094,1.6778324,0.0,0,4.068509,122.56,0,1.0757527451644586,11.597413
221,test,48.47,0.6213784006705221,0.85439295,0.0,0,3.3022602,33.1,0,1.6536583476536526,5.46044
222,test,24.11,0.013221445589776308,1.5473491,0.0,0,3.5545695,122.5,0,1.0874543807385562,11.597413
223,test,47.03,0.5998491623044505,0.884367,0.0,0,3.0364044,33.03,0,1.7171727971211366,5.46044
224,test,23.47,0.010779308545913632,1.4323454,0.0,0,2.8932118,121.6,0,1.1252107900842365,9.656604
225,test,37.66,0.6630084675506303,0.86659855,0.0,0,2.7264488,34.12,0,1.8470548530869266,5.46044
226,test,22.14,0.011701173857302695,1.318449,0.0,0,2.3508177,121.7,0,1.1912315117332393,7.905694
227,test,27.19,0.7205257647453673,1.001426,0.0,0,2.5697112,37.6,0,1.9251414194125336,5.46044
228,test,21.89,0.010433816703452146,1.1211705,0.0,0,1.8571048,122.2,0,1.2754647372092456,4.1231055
229,test,19.6,0.6411194646277212,1.094071,0.0,0,2.5151765,38.28,0,1.9135499588935043,5.46044
230,test,21.88,0.009943277047142053,0.90652263,0.0,0,1.6155643,122.9,1,1.4055767642024972,3.640055
231,test,16.55,0.7690496293323743,1.1054025,0.0,0,2.515153,41.53,1,1.8225533672461318,5.4600825
232,test,21.39,0.01005146388614455,0.88138616,0.0,0,1.5782967,123.9,0,1.5016270232940205,3.640055
233,test,16.81,0.8168688024418713,1.2415487,0.0,0,2.7151573,45.16,0,1.6829478737596426,7.4035463
234,test,21.33,0.00945156789324391,0.8383926,0.0,0,1.5811561,124.3,1,1.6128275920406674,3.640055
235,test,16.77,0.8404942020647368,1.2621901,0.0,0,3.0416534,48.62,1,1.623113134104905,9.263504
236,test,21.42,0.009676408598954904,0.9130415,0.0,0,1.6674953,124.75,0,1.7382214831628624,3.640055
237,test,17.86,0.8273216870004632,1.1456593,0.0,0,3.442445,51.7,0,1.534137553976507,9.263504
238,test,20.22,0.009972565978193213,0.75789297,0.0,0,1.7878209,124.7,0,2.2328386763419035,3.640055
239,test,18.44,0.7893006806117968,1.2043432,0.0,0,3.8914704,54.6,0,1.4536060267531181,9.263504
240,test,19.4,0.012518912345367965,0.798899,0.0,0,1.6515381,124.6,0,2.909449421440689,3.640055
241,test,19.0,0.723912968200477,1.2234429,0.0,0,4.1498036,58.2,0,1.3493314496602427,9.263504
242,test,18.38,0.014700967712471534,0.7503548,0.0,1,1.5287112,125.56,0,4.152089846190044,3.640055
243,test,18.95,0.570832497688863,1.1661375,0.0,0,4.2779074,62.12,0,1.2050808254065313,9.263504
244,test,16.84,0.017902246829654873,0.6830365,0.0,1,1.3233087,125.75,0,9.848170119091291,2.795085
245,test,18.92,0.3825588828599056,1.2648293,0.0,0,4.3604994,65.94,0,1.1295952708254238,9.263504
246,test,15.62,0.020266183993710083,0.6052433,0.0,1,1.2278769,125.25,0,9.137959195935267,2.795085
247,test,18.45,0.21891617924338436,1.2724702,0.0,0,4.3204274,69.5,0,1.050502179012353,9.263504
248,test,15.08,0.020582598439993806,0.56230426,0.0,1,1.2050521,124.06,0,6.573009891952369,2.795085
249,test,18.67,0.1427605674722204,1.3019727,0.0,0,4.444306,72.2,0,1.0335905713934315,9.263504
